"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5423576";"";"None";"287.36";"0";"3.08";"730";"COc1cc(OC)c(OC)cc1CCc1ccc(N)cc1";"IC50";"'='";"2798.98";"nM";"5.55";"";"";"UO_0000065";"19.32";"0.36";"2.47";"10.34";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.553"
"CHEMBL4451577";"";"None";"364.49";"1";"5.88";"627";"CC(C)=CCc1c(O)cc2c(c1/C=C\c1ccc(O)cc1)CCC(C)(C)O2";"IC50";"'='";"3899.42";"nM";"5.41";"";"";"UO_0000065";"14.84";"0.27";"-0.47";"10.89";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.409"
"CHEMBL5429699";"";"None";"394.51";"1";"6.18";"628";"COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC(O)=C(C)C)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"12.67";"0.24";"-1.18";"7.15";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.0"
"CHEMBL5425965";"";"None";"316.49";"1";"5.85";"629";"CCCCCc1c(CC=C(C)C)c(O)cc(O)c1CC=C(C)C";"IC50";"'='";"8203.52";"nM";"5.09";"";"";"UO_0000065";"16.07";"0.30";"-0.76";"12.57";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.086"
"CHEMBL55144";"";"None";"216.28";"0";"2.99";"641";"c1cn(CCC2CCCc3occc32)cn1";"IC50";"'='";"920.45";"nM";"6.04";"";"";"UO_0000065";"27.91";"0.52";"3.05";"19.50";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.036"
"CHEMBL283085";"";"None";"290.37";"0";"3.38";"968";"Cc1ccc(C(O)(c2ccc(C)cc2)c2cncnc2)cc1";"IC50";"'='";"410.2";"nM";"6.39";"";"";"UO_0000065";"22.00";"0.40";"3.01";"13.88";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.387"
"CHEMBL5430760";"";"None";"302.42";"0";"3.67";"28";"CCCCCCCCN1C(=O)CCC(c2ccncc2)C1=O";"IC50";"'='";"941889596.52";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"0.026"
"CHEMBL5395351";"";"None";"274.36";"0";"2.69";"73";"CCCCCCN1C(=O)CC(c2ccc(N)cc2)C1=O";"IC50";"'='";"399.94";"nM";"6.40";"";"";"UO_0000065";"23.32";"0.44";"3.71";"10.09";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.398"
"CHEMBL5434818";"";"None";"308.40";"1";"5.09";"1274";"Fc1ccc(C(CCCCc2ccccc2)c2c[nH]cn2)cc1";"IC50";"'='";"997700063.82";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5376056";"Inhibition of aromatase in human placental microsomes using [3H]androstenedione as substrate incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 1.0 hr";"INHIBITOR";"";"0.001"
"CHEMBL452018";"";"None";"305.36";"0";"4.07";"88";"Fc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1";"IC50";"'='";"71.78";"nM";"7.14";"";"";"UO_0000065";"23.40";"0.42";"3.07";"31.40";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.144"
"CHEMBL5410174";"";"None";"412.31";"1";"5.59";"122";"CCn1ccc2cc(Br)cc(C(Cc3ccc(F)cc3)n3ccnc3)c21";"IC50";"'='";"199.99";"nM";"6.70";"";"";"UO_0000065";"16.25";"0.35";"1.11";"29.45";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.699"
"CHEMBL5425929";"";"None";"321.81";"0";"4.85";"142";"Clc1cccc(CC(c2ccc3[nH]ccc3c2)n2ccnc2)c1";"IC50";"'='";"29.72";"nM";"7.53";"";"";"UO_0000065";"23.39";"0.45";"2.68";"22.39";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"7.527"
"CHEMBL5416993";"";"None";"442.79";"1";"6.41";"151";"CCn1c(C(Cc2cccc(Cl)c2)n2ccnc2)c(C)c2cc(Br)ccc21";"IC50";"'='";"939.72";"nM";"6.03";"";"";"UO_0000065";"13.61";"0.30";"-0.38";"26.49";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"6.027"
"CHEMBL285155";"";"None";"251.28";"0";"2.91";"205";"COc1ccc2c(c1)C/C(=C/c1ccncc1)C2=O";"IC50";"'='";"4797.33";"nM";"5.32";"";"";"UO_0000065";"21.17";"0.38";"2.41";"13.57";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"5.319"
"CHEMBL135563";"";"None";"304.18";"0";"4.22";"1019";"Clc1ccc(C(c2ccc(Cl)cc2)n2cnnc2)cc1";"IC50";"'='";"9.29";"nM";"8.03";"";"";"UO_0000065";"26.41";"0.55";"3.81";"26.15";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.032"
"CHEMBL3622076";"";"None";"413.46";"0";"2.50";"1052";"CC(C)(C#N)c1cc(Cn2cncn2)cc(Oc2ccc(OS(N)(=O)=O)cc2)c1";"IC50";"'='";"5.495";"nM";"8.26";"";"";"UO_0000065";"19.98";"0.39";"5.76";"6.20";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"8.26"
"CHEMBL5399449";"";"None";"337.36";"0";"2.90";"1098";"N#Cc1ccc(N(CCCc2ccc(O)c(F)c2)n2cnnc2)cc1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"26.68";"0.49";"6.10";"11.54";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.0"
"CHEMBL5439970";"";"None";"379.49";"0";"4.09";"1114";"N#Cc1ccc(N(CCCCCSc2ccc(O)cc2)n2cnnc2)cc1";"IC50";"'='";"0.5998";"nM";"9.22";"";"";"UO_0000065";"24.30";"0.47";"5.13";"11.83";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.222"
"CHEMBL3622056";"";"None";"416.49";"0";"1.79";"1120";"N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"0.4198";"nM";"9.38";"";"";"UO_0000065";"22.51";"0.46";"7.59";"7.38";"1";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.377"
"CHEMBL5404073";"";"None";"345.41";"0";"2.93";"1151";"N#Cc1ccc(N(CC2CCc3cc(O)ccc3C2)n2cnnc2)cc1";"IC50";"'='";"0.25";"nM";"9.60";"";"";"UO_0000065";"27.80";"0.50";"6.67";"12.32";"0";"CHEMBL5376029";"Inhibition of human aromatase using ASD as substrate pre-incubated for 5 mins followed by substrate addition and measured after 16 hrs by UV/vis-spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5375941";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"TIME = 16.08 hr";"INHIBITOR";"";"9.602"
"CHEMBL2420686";"";"None";"256.69";"0";"3.66";"13";"Oc1ccc2ccc(-c3cncnc3)c(Cl)c2c1";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2421738";"Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione as substrate by 3H2O-method";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417390";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"2000.0"
"CHEMBL3245349";"";"None";"394.58";"1";"5.86";"6";"C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"'='";"66.82";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL661757";"Inhibition of Cytochrome P450 19A1 at 1.25 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123018";"1";"Scientific Literature";"J Med Chem";"1985";"None";"";"";"";"66.82"
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"Letrozole";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"32.09";"0.57";"6.49";"11.69";"1";"CHEMBL5232960";"Inhibition of aromatase in human JEG-3 cells using Androst-4-ene-3,17-dione [1beta-3H] as substrate incubated for 1 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230170";"1";"Scientific Literature";"RSC Med Chem";"2023";"None";"TIME = 1.0 hr";"INHIBITOR";"";"0.7"
"CHEMBL4096509";"";"None";"529.65";"2";"5.91";"17";"Cc1cc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3ccc4c(c3)Nc3ccccc3S4)cc2)nc(C)n1";"Inhibition";"'='";"35.88";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4034703";"Inhibition of aromatase activity in human T47D cells after 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033644";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"35.88"
"CHEMBL4474808";"";"None";"291.33";"0";"0.97";"3; ZINC-82120489";"N[C@@H]1CCN(Cc2cc(O)c3cc(F)ccc3n2)C[C@H]1O";"Vmax";"'='";"50.7";"U/ms";"";"";"";"";"";"";"";"";"0";"CHEMBL4391754";"Mixed type inhibition of recombinant human aromatase assessed as substrate Vmax preincubated for 10 mins followed by different substrate concentration and beta-NADP+ addition and measured for 60 mins by fluorescence method based Cornish-Bowden direct linear analysis (Rvb = 91.5 /ms)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390658";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"50.7"
"CHEMBL3622063";"";"None";"454.90";"0";"3.01";"34";"N#Cc1ccc(N(Cc2ccc3c(Cl)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"16.67";"0.33";"4.58";"5.97";"0";"CHEMBL4399040";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396908";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"26.0"
"CHEMBL3752050";"";"None";"313.40";"0";"3.48";"239";"C[C@]12CCC(=O)c3onc(c31)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"1889.0";"nM";"5.72";"";"";"UO_0000065";"18.26";"0.34";"2.24";"9.51";"0";"CHEMBL3757115";"Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"1.889"
"CHEMBL3752637";"";"None";"315.41";"0";"3.27";"240";"C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3757116";"Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate at 10 to 500 nM after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"50.0"
"CHEMBL3752346";"";"None";"300.40";"0";"3.75";"26";"C[C@]12C=CC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3757121";"Inhibition of human aromatase extracted from placental microsomes using 4-[14C]androstenedione/androstenedione as substrate assessed as estrogen formation after 30 mins in NADPH-generating system";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";"";"";"30.0"
"CHEMBL5195433";"";"None";"340.36";"0";"2.49";"1";"Cc1c(-c2nocc2C(=O)SC#N)c(=O)n(-c2ccccc2)n1C";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"25.38";"0.49";"6.15";"9.21";"0";"CHEMBL5097761";"Inhibition of human recombinant aromatase expressed in baculovirus insect cell using 7-methoxy-trifluoromethyl coumarin (MFC) as substrate preincubated for 10 mins followed by substrate addition and measured for 30 mins by fluorescence based assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096181";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"0.0023"
"CHEMBL1215730";"";"None";"302.38";"0";"4.30";"12";"CC(=O)Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1219275";"Inhibition of human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212925";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";""
"CHEMBL4859743";"";"None";"336.47";"0";"4.13";"2";"C[C@@H]1O[C@]2(C(C)(C)O)C=C3CC[C@H]4C(C)(C)CCC[C@]4(C)[C@@]31OO2";"IC50";"'='";"10700.0";"nM";"4.97";"";"";"UO_0000065";"14.77";"0.28";"0.84";"10.37";"0";"CHEMBL4836470";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834458";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"";"INHIBITOR";"";"10.7"
"CHEMBL4749692";"";"None";"385.42";"0";"4.05";"20a";"Oc1ccc(C(Cn2cnnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"12.72";"0.23";"0.85";"5.36";"0";"CHEMBL4716146";"Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715691";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 0.5 hr";"INHIBITOR";"";"12500.0"
"CHEMBL1629800";"";"None";"272.43";"0";"4.76";"82";"C[C@]12CCC=C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"224.91";"nM";"6.65";"";"";"UO_0000065";"24.40";"0.45";"1.89";"38.95";"1";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"6.648"
"CHEMBL3752994";"";"None";"298.43";"0";"4.25";"157; 209";"CC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12";"IC50";"'='";"359.75";"nM";"6.44";"";"";"UO_0000065";"21.59";"0.40";"2.19";"18.88";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"6.444"
"CHEMBL3754259";"";"None";"388.55";"1";"5.72";"143; 152";"C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"154.88";"nM";"6.81";"";"";"UO_0000065";"17.53";"0.32";"1.09";"19.95";"0";"CHEMBL5241253";"Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Aromatase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241054";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"6.81"
